Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Part of Target Population,Main Supervising District,Recidivism - Return to Prison,Release Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type
2015,2018,White - Hispanic,35-44,D Felony,Public Order,Traffic,Discharged End of Sentence,No,7JD,Yes,Discharged End of Sentence,708,D Felony,Property,Theft
2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,709,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,5JD,Yes,Parole,710,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,No,8JD,Yes,Special Sentence,710,Aggravated Misdemeanor,Other,Other Criminal
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,7JD,Yes,Parole,711,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,Yes,,Yes,Parole,711,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,Other Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,712,Other Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,No,5JD,Yes,Parole,712,Aggravated Misdemeanor,Public Order,Traffic
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,Yes,3JD,Yes,Discharged End of Sentence,713,Aggravated Misdemeanor,Violent,Assault
2015,2018,Black - Non-Hispanic,25-34,B Felony,Other,Other Criminal,Parole,No,1JD,Yes,Parole,714,B Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,717,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,719,D Felony,Public Order,Other Public Order
2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole,Yes,5JD,Yes,Parole,720,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,Yes,7JD,Yes,Discharged End of Sentence,720,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,No,8JD,Yes,Special Sentence,721,D Felony,Other,Other Criminal
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,722,Aggravated Misdemeanor,Drug,Drug Possession
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,Yes,2JD,Yes,Parole,723,Aggravated Misdemeanor,Property,Theft
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Property,Theft,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,724,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,725,Aggravated Misdemeanor,Property,Forgery/Fraud
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,725,C Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,725,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,No,1JD,Yes,Parole,726,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,Yes,4JD,Yes,Parole,727,C Felony,Violent,Assault
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,No,2JD,Yes,Parole,728,D Felony,Public Order,OWI
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,728,Aggravated Misdemeanor,Violent,Assault
2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,No,6JD,Yes,Parole,728,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,3JD,Yes,Discharged End of Sentence,729,D Felony,Public Order,Other Public Order
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,730,C Felony,Violent,Assault
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,730,D Felony,Property,Theft
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,730,D Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,No,5JD,Yes,Parole,731,D Felony,Public Order,Weapons
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,732,D Felony,Violent,Assault
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,732,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,1JD,Yes,Parole,733,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,734,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,B Felony,Violent,Murder/Manslaughter,Parole,No,5JD,Yes,Parole,734,B Felony,Violent,Murder/Manslaughter
2015,2018,White - Non-Hispanic,Under 25,C Felony,Other,Other Violent,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,734,Aggravated Misdemeanor,Property,Theft
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,Yes,3JD,Yes,Parole,735,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,735,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,735,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Special Sentence,No,8JD,Yes,Special Sentence,736,Aggravated Misdemeanor,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,6JD,Yes,Parole,736,B Felony,Violent,Other Violent
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,736,D Felony,Drug,Drug Possession
2015,2018,White - Hispanic,Under 25,D Felony,Public Order,Other Public Order,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,740,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,740,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,741,D Felony,Property,Forgery/Fraud
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Vandalism,Parole,Yes,5JD,Yes,Parole,741,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,741,C Felony,Violent,Assault
2015,2018,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,742,D Felony,Property,Burglary
2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,Yes,6JD,Yes,Parole,742,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,8JD,Yes,Parole,742,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,Yes,6JD,Yes,Discharged End of Sentence,743,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,Yes,2JD,Yes,Parole,744,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Parole,Yes,1JD,Yes,Parole,747,B Felony,Violent,Murder/Manslaughter
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,8JD,Yes,Parole,748,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,55 and Older,D Felony,Public Order,Other Public Order,Discharged End of Sentence,Yes,7JD,Yes,Discharged End of Sentence,749,C Felony,Property,Burglary
2015,2018,White - Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,8JD,Yes,Parole,749,C Felony,Violent,Kidnap
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,749,C Felony,Drug,Trafficking
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Property,Theft,Paroled to Detainer - Out of State,Yes,3JD,Yes,Paroled to Detainer - Out of State,749,A Felony,Violent,Murder/Manslaughter
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,Yes,6JD,Yes,Parole,750,C Felony,Violent,Assault
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,Yes,1JD,Yes,Special Sentence,751,D Felony,Violent,Assault
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,756,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,757,Aggravated Misdemeanor,Property,Burglary
2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,757,Aggravated Misdemeanor,Public Order,Weapons
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,759,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,760,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Sex,Special Sentence,No,1JD,Yes,Special Sentence,767,Aggravated Misdemeanor,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,770,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,770,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,Yes,8JD,Yes,Discharged End of Sentence,772,D Felony,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,773,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Special Sentence,Yes,1JD,Yes,Special Sentence,773,D Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,8JD,Yes,Parole,774,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,775,B Felony,Drug,Trafficking
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,5JD,Yes,Discharged End of Sentence,775,D Felony,Public Order,Other Public Order
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,777,Aggravated Misdemeanor,Drug,Drug Possession
2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,Yes,8JD,Yes,Parole,777,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,55 and Older,Other Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,777,Other Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,5JD,Yes,Parole,778,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Discharged End of Sentence,No,5JD,Yes,Discharged End of Sentence,778,D Felony,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Vandalism,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,780,Aggravated Misdemeanor,Violent,Assault
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,Yes,2JD,Yes,Parole,782,C Felony,Violent,Robbery
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Paroled to Detainer - Out of State,Yes,8JD,Yes,Paroled to Detainer - Out of State,783,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,784,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,784,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,787,D Felony,Property,Theft
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,788,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,No,5JD,Yes,Parole,790,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,35-44,D Felony,Other,Other Criminal,Special Sentence,No,7JD,Yes,Special Sentence,791,Aggravated Misdemeanor,Property,Theft
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,791,D Felony,Property,Burglary
2015,2018,Black - Non-Hispanic,35-44,B Felony,Violent,Other Violent,Parole,Yes,5JD,Yes,Parole,792,B Felony,Violent,Other Violent
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,Yes,3JD,Yes,Parole,792,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,792,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,2JD,Yes,Parole,794,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,No,8JD,Yes,Parole,794,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,794,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,Yes,5JD,Yes,Parole,794,D Felony,Property,Forgery/Fraud
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,8JD,Yes,Parole,794,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,796,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,796,C Felony,Property,Theft
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,Yes,5JD,Yes,Parole,796,C Felony,Violent,Murder/Manslaughter
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,796,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,797,D Felony,Violent,Assault
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,Weapons,Parole,Yes,5JD,Yes,Parole,798,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,799,D Felony,Public Order,Weapons
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Paroled to Detainer - Out of State,Yes,7JD,Yes,Paroled to Detainer - Out of State,799,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,799,D Felony,Public Order,Other Public Order
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,799,Serious Misdemeanor,Violent,Assault
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,800,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,Other Public Order,Parole,Yes,8JD,Yes,Parole,800,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Parole,Yes,,Yes,Parole,803,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,804,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,805,D Felony,Property,Forgery/Fraud
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,1JD,Yes,Parole,805,Aggravated Misdemeanor,Property,Theft
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,7JD,Yes,Parole,805,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,806,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,806,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,1JD,Yes,Parole,807,Aggravated Misdemeanor,Public Order,Alcohol
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,Yes,6JD,Yes,Parole,810,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,811,D Felony,Property,Forgery/Fraud
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,1JD,Yes,Parole,812,D Felony,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,Yes,5JD,Yes,Special Sentence,813,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,Yes,2JD,Yes,Parole,813,D Felony,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,8JD,Yes,Parole,814,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Drug,Drug Possession,Parole,No,2JD,Yes,Parole,814,D Felony,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,Yes,5JD,Yes,Special Sentence,818,Aggravated Misdemeanor,Public Order,Other Public Order
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Paroled to Detainer - Out of State,Yes,8JD,Yes,Paroled to Detainer - Out of State,818,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,819,C Felony,Drug,Trafficking
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,822,C Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,824,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,826,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,826,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Parole,Yes,5JD,Yes,Parole,828,D Felony,Public Order,Weapons
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,829,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,829,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,3JD,Yes,Parole,831,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,No,5JD,Yes,Parole,831,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,Yes,4JD,Yes,Discharged End of Sentence,831,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,C Felony,Public Order,Weapons,Paroled to Detainer - Out of State,Yes,1JD,Yes,Paroled to Detainer - Out of State,833,C Felony,Public Order,Weapons
2015,2018,White - Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,835,B Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,7JD,Yes,Parole,838,C Felony,Property,Burglary
2015,2018,American Indian or Alaska Native - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,838,B Felony,Violent,Murder/Manslaughter
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,840,D Felony,Property,Theft
2015,2018,White - Hispanic,45-54,D Felony,Property,Burglary,Parole,No,5JD,Yes,Parole,842,D Felony,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,843,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,1JD,Yes,Parole,844,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,5JD,Yes,Parole,844,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,Black - Non-Hispanic,35-44,B Felony,Property,Arson,Parole,No,1JD,Yes,Parole,846,B Felony,Property,Arson
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,846,C Felony,Violent,Assault
2015,2018,Black - Non-Hispanic,Under 25,B Felony,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,847,B Felony,Violent,Other Violent
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,848,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged End of Sentence,Yes,3JD,Yes,Discharged End of Sentence,851,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Other Violent,Parole,Yes,2JD,Yes,Parole,852,C Felony,Violent,Other Violent
2015,2018,Black - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,Special Sentence,Yes,6JD,Yes,Special Sentence,853,D Felony,Other,Other Criminal
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,5JD,Yes,Parole,854,Aggravated Misdemeanor,Public Order,Traffic
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged End of Sentence,Yes,3JD,Yes,Discharged End of Sentence,856,D Felony,Violent,Assault
2015,2018,Black - Non-Hispanic,35-44,D Felony,Public Order,Weapons,Parole,No,2JD,Yes,Parole,857,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,Yes,6JD,Yes,Parole,859,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,862,Aggravated Misdemeanor,Violent,Assault
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,862,C Felony,Violent,Other Violent
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,1JD,Yes,Parole,863,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Paroled to Detainer - Out of State,Yes,3JD,Yes,Paroled to Detainer - Out of State,863,D Felony,Property,Theft
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,5JD,Yes,Discharged End of Sentence,863,D Felony,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,8JD,Yes,Parole,863,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,3JD,Yes,Discharged End of Sentence,865,Aggravated Misdemeanor,Violent,Assault
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,866,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,867,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged End of Sentence,Yes,8JD,Yes,Discharged End of Sentence,872,C Felony,Drug,Trafficking
